state,district,key,year,season,rain_mm,n_days,rain_normal_mm,rain_anom_mm,rain_anom_pct
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2014-2015,Annual,833.7,365,919.76,-86.06,-9.36
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2015-2016,Annual,951.09,365,919.76,31.33,3.41
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2016-2017,Annual,500.05,366,919.76,-419.72,-45.63
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2017-2018,Annual,815.27,365,919.76,-104.49,-11.36
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2018-2019,Annual,757.79,365,919.76,-161.97,-17.61
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2019-2020,Annual,751.38,365,919.76,-168.38,-18.31
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2020-2021,Annual,917.28,366,919.76,-2.49,-0.27
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2021-2022,Annual,1090.65,365,919.76,170.89,18.58
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2022-2023,Annual,867.44,365,919.76,-52.33,-5.69
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2023-2024,Annual,1093.83,365,919.76,174.06,18.92
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,1997-1998,Kharif,134.31,122,288.78,-154.47,-53.49
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,1998-1999,Kharif,355.4,122,288.78,66.62,23.07
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,1999-2000,Kharif,238.19,122,288.78,-50.59,-17.52
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2000-2001,Kharif,329.32,122,288.78,40.54,14.04
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2001-2002,Kharif,132.38,122,288.78,-156.4,-54.16
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2002-2003,Kharif,52.21,122,288.78,-236.57,-81.92
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2003-2004,Kharif,81.85,122,288.78,-206.93,-71.66
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2004-2005,Kharif,256.7,122,288.78,-32.08,-11.11
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2005-2006,Kharif,226.34,122,288.78,-62.43,-21.62
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2006-2007,Kharif,90.16,122,288.78,-198.62,-68.78
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2007-2008,Kharif,187.83,122,288.78,-100.95,-34.96
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2008-2009,Kharif,405.04,122,288.78,116.26,40.26
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2009-2010,Kharif,248.54,122,288.78,-40.24,-13.93
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2010-2011,Kharif,280.25,122,288.78,-8.53,-2.96
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2011-2012,Kharif,1152.28,122,288.78,863.5,299.02
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2012-2013,Kharif,869.48,122,288.78,580.7,201.09
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2013-2014,Kharif,208.46,122,288.78,-80.32,-27.81
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2014-2015,Kharif,183.63,122,288.78,-105.15,-36.41
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2015-2016,Kharif,203.0,122,288.78,-85.78,-29.71
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2016-2017,Kharif,217.8,122,288.78,-70.98,-24.58
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2017-2018,Kharif,328.25,122,288.78,39.47,13.67
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2018-2019,Kharif,212.24,122,288.78,-76.54,-26.51
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2019-2020,Kharif,313.96,122,288.78,25.18,8.72
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2020-2021,Kharif,273.63,122,288.78,-15.15,-5.24
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2021-2022,Kharif,210.27,122,288.78,-78.51,-27.19
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2022-2023,Kharif,362.85,122,288.78,74.07,25.65
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2023-2024,Kharif,242.68,122,288.78,-46.1,-15.96
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,1997-1998,Rabi,805.66,182,483.81,321.86,66.53
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,1998-1999,Rabi,526.24,182,483.81,42.43,8.77
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,1999-2000,Rabi,568.97,183,483.81,85.16,17.6
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2000-2001,Rabi,333.36,182,483.81,-150.44,-31.1
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2001-2002,Rabi,301.52,182,483.81,-182.29,-37.68
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2002-2003,Rabi,202.43,182,483.81,-281.38,-58.16
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2003-2004,Rabi,140.48,183,483.81,-343.33,-70.96
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2004-2005,Rabi,396.55,182,483.81,-87.26,-18.04
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2005-2006,Rabi,696.84,182,483.81,213.03,44.03
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2006-2007,Rabi,506.53,182,483.81,22.72,4.7
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2007-2008,Rabi,826.38,183,483.81,342.57,70.81
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2008-2009,Rabi,458.7,182,483.81,-25.11,-5.19
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2009-2010,Rabi,434.98,182,483.81,-48.83,-10.09
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2010-2011,Rabi,973.4,182,483.81,489.59,101.2
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2011-2012,Rabi,647.81,183,483.81,164.0,33.9
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2012-2013,Rabi,478.05,182,483.81,-5.76,-1.19
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2013-2014,Rabi,290.21,182,483.81,-193.6,-40.02
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2014-2015,Rabi,464.97,182,483.81,-18.83,-3.89
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2015-2016,Rabi,508.43,183,483.81,24.63,5.09
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2016-2017,Rabi,257.59,182,483.81,-226.21,-46.76
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2017-2018,Rabi,336.69,182,483.81,-147.11,-30.41
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2018-2019,Rabi,318.06,182,483.81,-165.74,-34.26
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2019-2020,Rabi,421.51,183,483.81,-62.3,-12.88
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2020-2021,Rabi,675.97,182,483.81,192.17,39.72
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2021-2022,Rabi,624.54,182,483.81,140.74,29.09
TAMIL NADU,VIRUDHUNAGAR,virudhunagar,2022-2023,Rabi,383.11,182,483.81,-100.69,-20.81
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,1997-1998,Annual,950.46,365,1054.54,-104.07,-9.87
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,1998-1999,Annual,1626.42,365,1054.54,571.88,54.23
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,1999-2000,Annual,619.81,365,1054.54,-434.72,-41.22
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2000-2001,Annual,888.27,366,1054.54,-166.27,-15.77
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2001-2002,Annual,956.2,365,1054.54,-98.33,-9.32
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2002-2003,Annual,611.22,365,1054.54,-443.32,-42.04
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2003-2004,Annual,1123.15,365,1054.54,68.62,6.51
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2004-2005,Annual,783.08,366,1054.54,-271.46,-25.74
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2005-2006,Annual,1469.62,365,1054.54,415.08,39.36
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2006-2007,Annual,1008.69,365,1054.54,-45.85,-4.35
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2007-2008,Annual,1218.32,365,1054.54,163.79,15.53
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2008-2009,Annual,981.79,366,1054.54,-72.74,-6.9
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2009-2010,Annual,807.08,365,1054.54,-247.46,-23.47
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2010-2011,Annual,1833.37,365,1054.54,778.83,73.86
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2011-2012,Annual,839.92,365,1054.54,-214.62,-20.35
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2012-2013,Annual,1144.3,366,1054.54,89.76,8.51
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2013-2014,Annual,1112.4,365,1054.54,57.87,5.49
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2014-2015,Annual,1124.9,365,1054.54,70.36,6.67
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2015-2016,Annual,1112.83,365,1054.54,58.29,5.53
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2016-2017,Annual,977.01,366,1054.54,-77.53,-7.35
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2017-2018,Annual,675.77,365,1054.54,-378.77,-35.92
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2018-2019,Annual,935.06,365,1054.54,-119.48,-11.33
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2019-2020,Annual,1054.99,365,1054.54,0.45,0.04
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2020-2021,Annual,1248.28,366,1054.54,193.74,18.37
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2021-2022,Annual,1111.89,365,1054.54,57.36,5.44
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2022-2023,Annual,1285.94,365,1054.54,231.4,21.94
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2023-2024,Annual,971.72,365,1054.54,-82.82,-7.85
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,1997-1998,Kharif,594.99,122,617.14,-22.15,-3.59
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,1998-1999,Kharif,862.62,122,617.14,245.48,39.78
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,1999-2000,Kharif,411.11,122,617.14,-206.04,-33.39
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2000-2001,Kharif,659.79,122,617.14,42.65,6.91
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2001-2002,Kharif,453.42,122,617.14,-163.72,-26.53
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2002-2003,Kharif,432.7,122,617.14,-184.44,-29.89
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2003-2004,Kharif,544.14,122,617.14,-73.0,-11.83
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2004-2005,Kharif,569.32,122,617.14,-47.82,-7.75
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2005-2006,Kharif,781.92,122,617.14,164.77,26.7
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2006-2007,Kharif,642.77,122,617.14,25.62,4.15
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2007-2008,Kharif,661.52,122,617.14,44.38,7.19
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2008-2009,Kharif,586.88,122,617.14,-30.27,-4.9
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2009-2010,Kharif,572.36,122,617.14,-44.79,-7.26
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2010-2011,Kharif,773.7,122,617.14,156.56,25.37
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2011-2012,Kharif,586.92,122,617.14,-30.22,-4.9
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2012-2013,Kharif,603.98,122,617.14,-13.16,-2.13
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2013-2014,Kharif,442.46,122,617.14,-174.68,-28.31
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2014-2015,Kharif,659.68,122,617.14,42.54,6.89
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2015-2016,Kharif,842.0,122,617.14,224.86,36.44
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2016-2017,Kharif,644.76,122,617.14,27.62,4.48
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2017-2018,Kharif,557.46,122,617.14,-59.69,-9.67
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2018-2019,Kharif,626.15,122,617.14,9.01,1.46
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2019-2020,Kharif,635.63,122,617.14,18.49,3.0
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2020-2021,Kharif,494.31,122,617.14,-122.83,-19.9
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2021-2022,Kharif,772.2,122,617.14,155.05,25.12
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2022-2023,Kharif,670.2,122,617.14,53.06,8.6
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2023-2024,Kharif,579.87,122,617.14,-37.27,-6.04
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,1997-1998,Rabi,472.08,182,354.1,117.98,33.32
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,1998-1999,Rabi,470.9,182,354.1,116.8,32.98
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,1999-2000,Rabi,203.74,183,354.1,-150.36,-42.46
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2000-2001,Rabi,118.55,182,354.1,-235.56,-66.52
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2001-2002,Rabi,421.37,182,354.1,67.26,19.0
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2002-2003,Rabi,131.46,182,354.1,-222.64,-62.88
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2003-2004,Rabi,532.21,183,354.1,178.11,50.3
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2004-2005,Rabi,149.05,182,354.1,-205.05,-57.91
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2005-2006,Rabi,632.83,182,354.1,278.73,78.72
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2006-2007,Rabi,350.7,182,354.1,-3.4,-0.96
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2007-2008,Rabi,658.24,183,354.1,304.13,85.89
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2008-2009,Rabi,86.36,182,354.1,-267.74,-75.61
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2009-2010,Rabi,211.6,182,354.1,-142.5,-40.24
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2010-2011,Rabi,858.15,182,354.1,504.05,142.35
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2011-2012,Rabi,116.73,183,354.1,-237.37,-67.03
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2012-2013,Rabi,467.95,182,354.1,113.85,32.15
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2013-2014,Rabi,617.03,182,354.1,262.93,74.25
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2014-2015,Rabi,374.4,182,354.1,20.3,5.73
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2015-2016,Rabi,223.99,183,354.1,-130.11,-36.74
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2016-2017,Rabi,168.77,182,354.1,-185.33,-52.34
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2017-2018,Rabi,82.62,182,354.1,-271.48,-76.67
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2018-2019,Rabi,139.06,182,354.1,-215.04,-60.73
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2019-2020,Rabi,455.58,183,354.1,101.48,28.66
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2020-2021,Rabi,489.23,182,354.1,135.13,38.16
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2021-2022,Rabi,307.05,182,354.1,-47.05,-13.29
ANDHRA PRADESH,VISAKHAPATNAM,visakhapatnam,2022-2023,Rabi,466.99,182,354.1,112.89,31.88
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,1997-1998,Annual,963.32,365,1078.62,-115.3,-10.69
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,1998-1999,Annual,1133.12,365,1078.62,54.5,5.05
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,1999-2000,Annual,837.23,365,1078.62,-241.4,-22.38
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2000-2001,Annual,778.56,366,1078.62,-300.07,-27.82
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2001-2002,Annual,928.2,365,1078.62,-150.42,-13.95
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2002-2003,Annual,698.5,365,1078.62,-380.12,-35.24
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2003-2004,Annual,1132.89,365,1078.62,54.27,5.03
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2004-2005,Annual,950.65,366,1078.62,-127.98,-11.86
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2005-2006,Annual,1140.73,365,1078.62,62.11,5.76
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2006-2007,Annual,1375.57,365,1078.62,296.95,27.53
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2007-2008,Annual,1335.95,365,1078.62,257.33,23.86
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2008-2009,Annual,1177.04,366,1078.62,98.42,9.12
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2009-2010,Annual,720.25,365,1078.62,-358.37,-33.23
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2010-2011,Annual,1557.94,365,1078.62,479.32,44.44
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2011-2012,Annual,887.25,365,1078.62,-191.37,-17.74
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2012-2013,Annual,1177.36,366,1078.62,98.74,9.15
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2013-2014,Annual,1228.52,365,1078.62,149.89,13.9
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2014-2015,Annual,1101.58,365,1078.62,22.96,2.13
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2015-2016,Annual,1005.22,365,1078.62,-73.4,-6.8
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2016-2017,Annual,1147.84,366,1078.62,69.22,6.42
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2017-2018,Annual,969.57,365,1078.62,-109.05,-10.11
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2018-2019,Annual,1028.53,365,1078.62,-50.09,-4.64
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2019-2020,Annual,1159.26,365,1078.62,80.63,7.48
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2020-2021,Annual,1101.12,366,1078.62,22.49,2.09
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2021-2022,Annual,1305.41,365,1078.62,226.79,21.03
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2022-2023,Annual,1245.96,365,1078.62,167.34,15.51
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2023-2024,Annual,1035.22,365,1078.62,-43.41,-4.02
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,1997-1998,Kharif,686.44,122,696.33,-9.89,-1.42
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,1998-1999,Kharif,664.38,122,696.33,-31.95,-4.59
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,1999-2000,Kharif,540.41,122,696.33,-155.93,-22.39
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2000-2001,Kharif,564.61,122,696.33,-131.73,-18.92
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2001-2002,Kharif,481.11,122,696.33,-215.22,-30.91
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2002-2003,Kharif,491.34,122,696.33,-204.99,-29.44
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2003-2004,Kharif,545.88,122,696.33,-150.45,-21.61
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2004-2005,Kharif,559.86,122,696.33,-136.47,-19.6
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2005-2006,Kharif,676.53,122,696.33,-19.81,-2.84
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2006-2007,Kharif,1094.12,122,696.33,397.79,57.13
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2007-2008,Kharif,1030.5,122,696.33,334.17,47.99
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2008-2009,Kharif,789.59,122,696.33,93.26,13.39
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2009-2010,Kharif,562.88,122,696.33,-133.45,-19.16
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2010-2011,Kharif,757.63,122,696.33,61.3,8.8
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2011-2012,Kharif,655.89,122,696.33,-40.45,-5.81
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2012-2013,Kharif,659.29,122,696.33,-37.04,-5.32
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2013-2014,Kharif,550.29,122,696.33,-146.04,-20.97
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2014-2015,Kharif,688.91,122,696.33,-7.42,-1.07
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2015-2016,Kharif,803.29,122,696.33,106.95,15.36
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2016-2017,Kharif,840.44,122,696.33,144.11,20.7
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2017-2018,Kharif,728.33,122,696.33,32.0,4.6
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2018-2019,Kharif,697.18,122,696.33,0.84,0.12
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2019-2020,Kharif,724.94,122,696.33,28.61,4.11
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2020-2021,Kharif,569.82,122,696.33,-126.52,-18.17
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2021-2022,Kharif,932.79,122,696.33,236.46,33.96
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2022-2023,Kharif,792.21,122,696.33,95.87,13.77
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2023-2024,Kharif,712.33,122,696.33,16.0,2.3
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,1997-1998,Rabi,199.28,182,280.9,-81.62,-29.06
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,1998-1999,Rabi,316.13,182,280.9,35.23,12.54
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,1999-2000,Rabi,210.33,183,280.9,-70.57,-25.12
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2000-2001,Rabi,87.06,182,280.9,-193.84,-69.01
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2001-2002,Rabi,338.43,182,280.9,57.53,20.48
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2002-2003,Rabi,150.98,182,280.9,-129.92,-46.25
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2003-2004,Rabi,541.26,183,280.9,260.36,92.69
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2004-2005,Rabi,271.04,182,280.9,-9.86,-3.51
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2005-2006,Rabi,426.07,182,280.9,145.17,51.68
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2006-2007,Rabi,135.54,182,280.9,-145.36,-51.75
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2007-2008,Rabi,372.54,183,280.9,91.64,32.62
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2008-2009,Rabi,74.56,182,280.9,-206.34,-73.46
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2009-2010,Rabi,200.02,182,280.9,-80.88,-28.79
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2010-2011,Rabi,602.47,182,280.9,321.57,114.48
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2011-2012,Rabi,84.02,183,280.9,-196.88,-70.09
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2012-2013,Rabi,421.99,182,280.9,141.09,50.23
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2013-2014,Rabi,606.38,182,280.9,325.48,115.87
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2014-2015,Rabi,286.92,182,280.9,6.02,2.14
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2015-2016,Rabi,112.81,183,280.9,-168.09,-59.84
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2016-2017,Rabi,150.95,182,280.9,-129.95,-46.26
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2017-2018,Rabi,170.47,182,280.9,-110.43,-39.31
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2018-2019,Rabi,169.7,182,280.9,-111.2,-39.59
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2019-2020,Rabi,431.96,183,280.9,151.06,53.78
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2020-2021,Rabi,328.94,182,280.9,48.04,17.1
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2021-2022,Rabi,303.03,182,280.9,22.13,7.88
ANDHRA PRADESH,VIZIANAGARAM,vizianagaram,2022-2023,Rabi,310.52,182,280.9,29.62,10.54
KARNATAKA,Vijayanagara,vijayanagara,1997-1998,Annual,432.68,365,617.49,-184.82,-29.93
KARNATAKA,Vijayanagara,vijayanagara,1998-1999,Annual,566.73,365,617.49,-50.77,-8.22
KARNATAKA,Vijayanagara,vijayanagara,1999-2000,Annual,554.42,365,617.49,-63.08,-10.21
KARNATAKA,Vijayanagara,vijayanagara,2000-2001,Annual,539.89,366,617.49,-77.6,-12.57
KARNATAKA,Vijayanagara,vijayanagara,2001-2002,Annual,519.46,365,617.49,-98.04,-15.88
KARNATAKA,Vijayanagara,vijayanagara,2002-2003,Annual,368.74,365,617.49,-248.75,-40.28
KARNATAKA,Vijayanagara,vijayanagara,2003-2004,Annual,341.26,365,617.49,-276.23,-44.73
KARNATAKA,Vijayanagara,vijayanagara,2004-2005,Annual,584.86,366,617.49,-32.63,-5.28
